ENCODED_MCT,TA_YM,MCT_OPE_MS_CN,RC_M1_SAA,RC_M1_TO_UE_CT,RC_M1_UE_CUS_CN,RC_M1_AV_NP_AT,APV_CE_RAT,DLV_SAA_RAT,M1_SME_RY_SAA_RAT,M1_SME_RY_CNT_RAT,M12_SME_RY_SAA_PCE_RT,M12_SME_BZN_SAA_PCE_RT,M12_SME_RY_ME_MCT_RAT,M12_SME_BZN_ME_MCT_RAT,M12_MAL_1020_RAT,M12_MAL_30_RAT,M12_MAL_40_RAT,M12_MAL_50_RAT,M12_MAL_60_RAT,M12_FME_1020_RAT,M12_FME_30_RAT,M12_FME_40_RAT,M12_FME_50_RAT,M12_FME_60_RAT,MCT_UE_CLN_REU_RAT,MCT_UE_CLN_NEW_RAT,RC_M1_SHC_RSD_UE_CLN_RAT,RC_M1_SHC_WP_UE_CLN_RAT,RC_M1_SHC_FLP_UE_CLN_RAT,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,survive,day_diff,quaters
1E6037D02E,202406,4,3,1,2,5,2,-999999.9,242.2,368.1,6.9,32.5,15.7,10.9,21.7799,6.8414,5.2393,5.9754,3.4207,28.5201,8.9586,6.8607,7.8246,4.4793,43.59,7.0,44.3,14.9,40.8,분식,한양대,1,800,2
1E6E98E3FB,202311,3,4,4,4,4,1,-999999.9,20.7,16.9,67.9,46.3,12.7,8.6,8.8476,10.8186,12.7458,5.5188,5.913,11.3524,13.8814,16.3542,7.0812,7.587,36.18,7.24,13.6,36.4,50.0,샌드위치/토스트,성수,1,1812,4
1E7A13BB3E,202411,5,4,4,4,3,1,-999999.9,39.2,36.2,29.3,0.0,10.5,-999999.9,0.4632,9.1096,10.422,10.5378,8.0674,0.7368,14.4904,16.578,16.7622,12.8326,38.5,4.5,85.7,4.8,9.5,청과물,비상권,1,578,4
1E7A13BB3E,202402,5,4,4,4,3,1,-999999.9,34.6,55.8,23.3,0.0,10.7,-999999.9,0.957,7.524,10.065,7.986,6.501,1.943,15.276,20.435,16.214,13.199,38.1,3.03,89.7,0.0,10.3,청과물,비상권,1,303,1
1E8F8916F6,202410,6,4,3,3,5,3,-999999.9,62.0,186.1,48.5,41.5,17.1,8.1,11.218,11.4708,5.4984,2.3068,1.106,24.282,24.8292,11.9016,4.9932,2.394,25.89,18.32,14.0,26.2,59.8,카페,성수,1,189,4
1EADD2188F,202409,4,3,4,4,1,1,-999999.9,67.0,40.1,16.4,21.6,12.7,8.3,10.9312,17.9767,8.5827,4.1846,1.0248,14.6688,24.1233,11.5173,5.6154,1.3752,9.39,7.73,7.7,7.7,84.6,와인바,성수,1,1132,3
1EC413BB05,202410,4,6,6,6,6,,-999999.9,0.0,0.0,90.7,81.6,12.2,6.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,축산물,마장동,1,1479,4
1EC413BB05,202311,4,6,6,6,6,,-999999.9,0.0,0.0,81.2,65.2,12.2,4.2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,-999999.9,-999999.9,-999999.9,축산물,마장동,1,1143,4
1EC6CCBA67,202410,6,2,3,3,3,6,-999999.9,189.3,115.4,34.4,53.7,17.1,11.7,39.8242,8.7856,3.5836,5.0286,0.578,29.0758,6.4144,2.6164,3.6714,0.422,7.25,28.99,37.2,4.7,58.1,한식-단품요리일반,한양대,1,121,4
1ECD387AAF,202410,2,5,5,5,2,1,-999999.9,7.1,1.7,41.6,0.0,12.3,-999999.9,0.0,0.0,0.0,2.04,8.16,0.0,0.0,0.0,17.96,71.84,29.17,8.33,0.0,0.0,100.0,식료품,비상권,1,4228,4
1ECD387AAF,202306,2,4,5,5,1,1,-999999.9,69.7,4.4,53.6,0.0,11.7,-999999.9,0.4897,0.4897,0.0,1.4608,5.8598,5.4103,5.4103,0.0,16.1392,64.7402,33.33,13.33,0.0,0.0,100.0,식료품,비상권,1,3739,2
1EE63C2F5D,202307,2,4,4,4,3,1,-999999.9,28.7,30.4,61.7,0.0,8.0,-999999.9,4.0342,10.524,20.2587,23.5913,29.2041,0.5658,1.476,2.8413,3.3087,4.0959,5.98,12.82,21.4,0.0,78.6,호프/맥주,비상권,1,4057,3
1F4203EA83,202301,4,5,4,4,5,1,-999999.9,13.9,12.9,72.5,0.0,10.3,-999999.9,9.6521,10.8265,6.3491,5.872,4.0003,16.6479,18.6735,10.9509,10.128,6.8997,39.5,10.08,52.6,15.8,31.6,카페,비상권,1,678,1
1F4203EA83,202305,4,5,4,4,5,1,-999999.9,15.9,16.2,73.0,0.0,12.0,-999999.9,8.1073,10.659,5.5879,4.6835,3.2623,16.9927,22.341,11.7121,9.8165,6.8377,33.33,15.5,76.7,0.0,23.3,카페,비상권,1,798,2
1F803A0080,202309,4,5,4,4,4,1,-999999.9,17.3,38.7,46.7,41.4,20.8,8.7,7.9344,10.44,12.4584,12.18,26.5872,3.4656,4.56,5.4416,5.32,11.6128,36.18,4.61,40.0,26.7,33.3,백반/가정식,성수,1,1129,3
1F803A0080,202307,4,5,4,4,4,1,-999999.9,19.1,57.8,48.2,42.9,21.7,8.7,8.6528,10.2752,10.0048,13.9256,24.7416,4.1472,4.9248,4.7952,6.6744,11.8584,35.81,8.11,34.8,13.0,52.2,백반/가정식,성수,1,1068,3
1FE0562759,202406,5,5,4,4,5,1,-999999.9,4.5,29.2,79.9,73.4,17.3,9.2,8.7575,1.9888,0.1582,0.3616,0.0452,68.7425,15.6112,1.2418,2.8384,0.3548,2.48,7.45,19.0,0.0,81.0,베이커리,왕십리,1,443,2
1FF980E1D6,202306,3,3,4,4,3,1,-999999.9,122.7,68.9,13.4,22.1,16.9,9.3,20.1828,16.2352,8.3956,7.5616,3.2248,16.1172,12.9648,6.7044,6.0384,2.5752,16.87,6.55,37.8,15.6,46.7,요리주점,왕십리,1,3210,2
1FF980E1D6,202408,2,3,4,3,3,5,-999999.9,131.2,122.8,16.1,23.2,13.5,9.3,22.3034,20.2475,6.853,9.2204,3.6134,13.4966,12.2525,4.147,5.5796,2.1866,14.49,8.33,45.3,7.5,47.2,요리주점,왕십리,1,3638,3
1FF980E1D6,202312,2,2,3,3,3,1,-999999.9,198.0,209.8,15.2,22.4,12.9,9.9,20.3328,17.7408,7.7184,8.6976,3.168,14.9672,13.0592,5.6816,6.4024,2.332,18.91,10.87,39.7,8.8,51.5,요리주점,왕십리,1,3394,4
1FF980E1D6,202401,2,2,3,3,3,1,-999999.9,219.4,226.9,14.5,21.7,13.1,9.8,20.0122,16.9936,6.8757,8.6086,3.4099,15.7878,13.4064,5.4243,6.7914,2.6901,17.7,12.99,36.3,7.5,56.3,요리주점,왕십리,1,3425,1
202266AAE4,202402,4,3,2,2,4,1,-999999.9,181.3,416.8,6.8,10.6,17.5,8.2,12.364,5.786,1.562,1.782,0.484,43.836,20.514,5.538,6.318,1.716,21.6,5.16,8.3,14.1,77.6,한식-단품요리일반,성수,1,1194,1
20540DA43D,202310,4,5,5,5,5,1,-999999.9,1.4,2.9,84.8,74.4,13.5,9.8,23.4432,14.7852,3.6852,2.4864,0.0,29.3568,18.5148,4.6148,3.1136,0.0,11.76,23.53,12.5,0.0,87.5,베이커리,행당,1,1301,4
208B37B8E4,202406,1,5,5,5,3,1,-999999.9,15.4,21.6,51.7,44.9,18.9,7.8,3.9655,4.6144,9.1567,22.9278,31.4356,1.5345,1.7856,3.5433,8.8722,12.1644,20.0,9.52,40.0,30.0,30.0,백반/가정식,성수,1,5613,2
20A41DB343,202311,3,4,4,4,1,1,-999999.9,47.5,21.2,39.9,28.5,18.0,6.9,18.85,25.056,9.164,3.944,0.986,13.65,18.144,6.636,2.856,0.714,8.24,4.31,14.3,14.3,71.4,일식당,뚝섬,1,1644,4
20A41DB343,202302,4,3,4,4,2,1,-999999.9,60.3,36.9,33.0,22.7,16.1,8.0,18.2896,24.0832,8.2928,4.6008,1.5336,13.9104,18.3168,6.3072,3.4992,1.1664,4.88,7.32,0.0,21.1,78.9,일식당,뚝섬,1,1369,1
20B0361789,202407,2,2,2,2,4,3,-999999.9,211.7,391.6,6.9,14.6,17.3,9.3,3.5332,8.4315,9.9572,22.6446,35.7335,0.8668,2.0685,2.4428,5.5554,8.7665,33.7,5.96,25.9,6.6,67.5,한식-국밥/설렁탕,왕십리,1,3716,3
20EEE2EE86,202306,5,6,5,5,5,1,-999999.9,2.4,5.0,88.3,66.1,8.8,8.7,8.844,11.39,12.663,22.78,11.39,4.356,5.61,6.237,11.22,5.61,12.0,10.0,33.3,16.7,50.0,분식,성수,1,574,2
20EEE2EE86,202404,4,5,5,5,5,1,-999999.9,3.3,4.4,83.9,63.6,16.1,8.0,5.0025,15.9413,8.9378,20.8771,15.9413,2.4975,7.9587,4.4622,10.4229,7.9587,15.25,5.08,25.0,0.0,75.0,분식,성수,1,879,2
20EEE2EE86,202312,4,5,5,5,5,1,-999999.9,5.1,9.1,84.3,64.4,16.7,8.4,6.9264,12.1056,6.9264,20.7792,15.6,4.1736,7.2944,4.1736,12.5208,9.4,11.94,7.46,62.5,12.5,25.0,분식,성수,1,758,4
21BA47CF6E,202407,4,3,3,3,4,1,-999999.9,81.3,116.1,38.3,43.6,17.3,9.3,5.9408,12.5768,18.0752,14.22,12.4504,3.4592,7.3232,10.5248,8.28,7.2496,28.45,12.93,43.9,21.1,35.1,한식-국밥/설렁탕,왕십리,1,1457,3
21ED3E83CA,202412,5,4,2,3,5,1,-999999.9,48.4,218.3,11.5,0.0,11.5,-999999.9,12.6968,19.1528,11.1904,7.3706,3.3894,10.9032,16.4472,9.6096,6.3294,2.9106,47.64,4.58,35.8,5.5,58.7,식료품,비상권,1,567,4
222AB6560E,202404,4,4,4,4,4,6,-999999.9,20.6,56.1,53.0,0.0,18.9,-999999.9,12.7086,12.1776,5.2038,4.1418,1.2036,23.1914,22.2224,9.4962,7.5582,2.1964,21.99,5.26,34.3,14.3,51.4,일식당,비상권,1,698,2
2265D9F8B3,202306,2,3,4,4,1,6,-999999.9,104.6,21.8,12.8,18.9,16.9,6.0,9.9429,17.3052,12.5235,19.8858,16.2426,3.1571,5.4948,3.9765,6.3142,5.1574,8.74,8.25,26.7,6.7,66.7,한식-육류/고기,마장동,1,3642,2
2265D9F8B3,202401,2,3,4,4,1,1,-999999.9,122.2,24.8,15.5,18.3,17.5,5.2,8.8578,13.8491,11.8807,19.6137,16.169,3.7422,5.8509,5.0193,8.2863,6.831,7.54,8.54,6.3,0.0,93.8,한식-육류/고기,마장동,1,3857,1
22AE6306D0,202412,4,5,5,5,2,1,-999999.9,8.3,9.1,32.6,0.0,14.9,-999999.9,10.1943,23.2083,14.8215,18.5088,5.5671,3.9057,8.8917,5.6785,7.0912,2.1329,24.24,3.03,75.0,25.0,0.0,주류,비상권,1,1478,4
22B7683FF6,202410,6,1,3,3,2,1,-999999.9,226.5,113.3,34.2,0.0,17.8,-999999.9,20.7647,18.1632,4.8719,3.1218,0.3311,23.1353,20.2368,5.4281,3.4782,0.3689,8.33,28.26,8.0,17.3,74.7,일식당,비상권,1,141,4
22BDEE04F4,202305,3,6,6,6,6,,-999999.9,0.0,0.0,47.0,0.0,11.6,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,100.0,0.0,-999999.9,-999999.9,-999999.9,축산물,비상권,1,2851,2
22EA4127C0,202310,2,4,5,5,2,1,-999999.9,26.7,8.2,67.5,0.0,17.0,-999999.9,0.0,11.8,23.5,47.1,17.6,0.0,0.0,0.0,0.0,0.0,35.71,21.43,33.3,0.0,66.7,요리주점,비상권,1,4655,4
2324CB55B4,202301,2,4,4,4,4,1,-999999.9,39.2,92.1,33.8,36.6,19.8,7.3,3.9798,10.7514,13.1868,18.2952,13.1868,2.7202,7.3486,9.0132,12.5048,9.0132,32.81,5.05,44.8,10.3,44.8,한식-단품요리일반,옥수,1,4341,1
23E87CC0C5,202401,3,5,5,5,2,1,-999999.9,8.8,6.3,72.4,53.7,12.4,5.2,0.0,28.3581,0.0,4.0824,40.5324,0.0,10.5419,0.0,1.5176,15.0676,70.0,0.0,50.0,0.0,50.0,축산물,마장동,1,2723,1
23E87CC0C5,202404,3,5,5,5,2,1,-999999.9,6.8,4.0,70.5,50.7,12.3,5.2,0.0,28.0641,0.0,11.2391,28.0641,0.0,13.6359,0.0,5.4609,13.6359,50.0,7.14,33.3,0.0,66.7,축산물,마장동,1,2813,2
2402B1EA00,202405,2,5,5,5,3,1,-999999.9,11.6,19.1,55.0,51.0,19.0,7.8,1.4992,2.9984,13.3991,39.4477,36.4493,0.1008,0.2016,0.9009,2.6523,2.4507,37.31,1.49,14.3,57.1,28.6,백반/가정식,답십리,1,4459,2
241A9CFA07,202406,3,6,6,6,6,,-999999.9,0.0,0.0,89.8,90.4,2.5,9.3,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,수산물,행당,1,2144,2
241A9CFA07,202410,3,6,6,6,6,,-999999.9,0.0,0.0,89.5,90.9,2.3,8.5,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,수산물,행당,1,2144,4
243EFCA58C,202406,1,3,4,4,1,1,-999999.9,142.7,24.1,5.4,8.4,17.3,5.6,7.4152,12.0497,14.26,19.4649,18.1815,2.9848,4.8503,5.74,7.8351,7.3185,13.61,3.33,18.8,0.0,81.3,한식-육류/고기,마장동,1,6691,2
2445E4D19D,202308,3,1,1,1,4,5,-999999.9,366.0,908.2,3.3,6.8,17.0,8.9,17.8928,17.7232,3.7312,2.2048,0.848,24.3072,24.0768,5.0688,2.9952,1.152,21.09,7.97,9.7,9.4,80.9,카페,성수,1,1885,3
2477DC6A37,202412,3,5,5,5,4,1,-999999.9,9.6,12.2,53.1,50.8,10.4,7.8,3.72,3.72,5.12,14.88,12.56,5.58,5.58,7.68,22.32,18.84,8.05,10.34,0.0,0.0,100.0,청과물,성수,1,2777,4
2477DC6A37,202409,3,5,5,5,3,1,-999999.9,7.8,12.0,52.1,50.9,10.6,8.3,3.368,3.8311,6.2308,15.7875,12.9247,4.632,5.2689,8.5692,21.7125,17.7753,9.09,9.09,0.0,0.0,100.0,청과물,성수,1,2685,3
2485494277,202405,4,4,3,4,4,5,-999999.9,42.2,28.2,41.3,39.6,14.5,8.9,5.7524,17.8482,9.5742,4.2946,1.9306,8.8476,27.4518,14.7258,6.6054,2.9694,26.85,7.4,56.8,4.5,38.6,카페,금남시장,1,1256,2
249C65ED4B,202404,3,5,5,5,1,1,-999999.9,7.6,2.4,86.0,70.7,13.0,9.3,0.0,0.0,18.96,66.36,9.48,0.0,0.0,1.04,3.64,0.52,42.86,14.29,100.0,0.0,0.0,호프/맥주,금남시장,1,1638,2
24CE0F822B,202302,4,5,5,5,3,1,-999999.9,11.7,11.8,60.0,51.8,18.3,8.5,20.3904,14.16,20.3904,11.5404,4.4604,8.4096,5.84,8.4096,4.7596,1.8396,22.39,2.99,33.3,16.7,50.0,양식,금남시장,1,1392,1
2540E29770,202308,3,5,5,5,3,1,-999999.9,4.9,8.3,66.6,54.1,21.2,8.9,1.4668,5.79,18.914,29.1044,21.8476,0.4332,1.71,5.586,8.5956,6.4524,26.67,2.22,0.0,33.3,66.7,백반/가정식,성수,1,3121,3
255EEC201D,202408,3,6,6,6,6,,-999999.9,0.0,0.0,84.5,73.8,17.1,9.3,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-999999.9,-999999.9,-999999.9,한식-찌개/전골,행당,1,1926,3
259A1E16FE,202407,5,6,6,6,6,,-999999.9,0.0,0.0,59.2,0.0,12.6,-999999.9,4.635,11.52,4.635,9.225,14.985,5.665,14.08,5.665,11.275,18.315,34.29,0.0,-999999.9,-999999.9,-999999.9,식료품,비상권,1,315,3
259A1E16FE,202403,6,6,6,6,6,,-999999.9,0.0,0.0,59.3,0.0,13.0,-999999.9,4.635,11.52,4.635,9.225,14.985,5.665,14.08,5.665,11.275,18.315,34.29,0.0,-999999.9,-999999.9,-999999.9,식료품,비상권,1,193,1
25CB7FE229,202403,3,3,4,4,2,1,-999999.9,108.5,78.9,16.9,20.8,19.2,7.8,18.1935,22.815,9.243,6.084,2.1645,12.9065,16.185,6.557,4.316,1.5355,12.1,7.31,25.0,20.0,55.0,한식-단품요리일반,성수,1,2223,1
26034FF5B2,202410,5,3,3,3,3,4,-999999.9,120.2,172.5,20.8,30.0,18.9,9.0,7.2688,10.2256,11.3344,16.0776,16.7552,4.5312,6.3744,7.0656,10.0224,10.4448,21.89,12.16,47.6,11.1,41.3,백반/가정식,왕십리,1,323,4
263A2454D1,202304,3,4,5,5,1,1,-999999.9,31.5,1.2,41.0,38.2,16.4,8.6,0.0,0.0,64.952,10.856,16.192,0.0,0.0,5.648,0.944,1.408,40.0,0.0,0.0,100.0,0.0,호프/맥주,금남시장,1,2055,2
263A2454D1,202410,3,3,5,5,1,1,-999999.9,84.7,3.7,27.7,24.6,17.1,8.1,0.0,0.0,60.6088,0.0,35.2912,0.0,0.0,2.5912,0.0,1.5088,50.0,0.0,50.0,50.0,0.0,호프/맥주,금남시장,1,2605,4
266F94FF9C,202410,4,5,5,5,3,1,-999999.9,15.2,13.9,71.4,57.0,18.9,8.1,0.0,2.1025,4.205,21.025,56.7675,0.0,0.3975,0.795,3.975,10.7325,37.04,14.81,75.0,25.0,0.0,한식-단품요리일반,성수,1,1190,4
268A868E38,202307,5,3,2,2,5,5,-999999.9,123.6,100.6,10.2,21.3,12.5,8.3,9.06,8.61,6.18,3.96,2.19,21.14,20.09,14.42,9.24,5.11,15.2,9.92,14.7,12.4,72.9,카페,뚝섬,1,584,3
268A868E38,202406,4,3,2,2,5,2,-999999.9,134.4,101.5,9.0,20.3,14.2,8.1,10.836,11.4552,5.848,4.5064,1.7544,20.664,21.8448,11.152,8.5936,3.3456,12.73,7.83,13.1,16.6,70.3,카페,뚝섬,1,919,2
26ACE594E8,202405,4,4,2,2,5,1,-999999.9,54.4,226.3,33.1,54.2,17.5,11.4,18.0565,10.241,5.082,4.6585,0.462,28.8435,16.359,8.118,7.4415,0.738,29.14,6.94,20.2,23.4,56.5,카페,한양대,1,913,2
26D174D6A5,202409,3,5,5,5,3,1,-999999.9,16.3,11.9,54.9,0.0,17.1,-999999.9,3.2148,18.3065,8.5728,16.1633,43.0426,0.3852,2.1935,1.0272,1.9367,5.1574,34.38,4.69,40.0,20.0,40.0,한식-육류/고기,비상권,1,2009,3
26D174D6A5,202305,4,5,4,4,4,1,-999999.9,17.6,29.4,41.3,0.0,17.1,-999999.9,6.4943,9.002,11.1239,16.5251,21.219,3.6057,4.998,6.1761,9.1749,11.781,41.41,7.03,15.4,30.8,53.8,한식-육류/고기,비상권,1,1521,2
26DA5D7B15,202301,4,3,4,4,1,1,-999999.9,227.8,187.5,1.9,18.5,19.4,8.9,4.6481,0.877,8.4192,43.85,29.9057,0.6519,0.123,1.1808,6.15,4.1943,21.95,3.66,50.0,10.0,40.0,룸살롱/단란주점,왕십리,1,1217,1
26DA5D7B15,202409,3,2,4,4,1,1,-999999.9,503.2,351.1,0.9,15.7,17.7,9.0,0.9132,1.522,9.893,35.3865,28.4614,0.2868,0.478,3.107,11.1135,8.9386,32.07,8.15,39.1,4.3,56.5,룸살롱/단란주점,왕십리,1,1825,3
26F68BFF02,202401,3,2,4,3,2,1,-999999.9,181.8,115.4,4.7,8.6,19.5,7.1,14.1522,20.085,9.6408,10.3206,7.5396,8.7478,12.415,5.9592,6.3794,4.6604,4.73,4.82,15.4,7.7,76.9,한식-육류/고기,뚝섬,1,1993,1
26F68BFF02,202407,3,2,3,3,2,1,-999999.9,257.6,144.4,3.7,7.2,19.1,8.7,15.498,19.1265,8.856,10.6395,7.38,9.702,11.9735,5.544,6.6605,4.62,5.14,6.04,12.5,6.9,80.6,한식-육류/고기,뚝섬,1,2175,3
276A8846C9,202401,3,5,4,5,4,1,-999999.9,12.9,40.4,47.1,50.2,19.5,9.8,25.606,10.738,9.086,25.606,11.564,5.394,2.262,1.914,5.394,2.436,24.42,3.49,28.6,14.3,57.1,백반/가정식,왕십리,1,1804,1
276A8846C9,202411,3,4,4,4,4,5,-999999.9,49.8,107.7,50.6,53.4,18.7,9.4,11.3784,5.2582,9.8268,28.7046,31.032,1.8216,0.8418,1.5732,4.5954,4.968,31.0,25.0,8.3,0.0,91.7,백반/가정식,왕십리,1,2108,4
279E4BE602,202306,4,3,4,4,2,1,-999999.9,118.2,87.5,6.9,21.2,22.3,9.5,30.2408,28.4792,8.1474,5.2114,1.3212,10.9592,10.3208,2.9526,1.8886,0.4788,6.06,4.26,32.6,13.0,54.3,백반/가정식,한양대,1,1200,2
281CA527F1,202408,3,5,5,5,3,1,-999999.9,1.9,0.8,48.7,54.8,12.5,6.5,0.0,3.168,11.1936,15.9808,39.9872,0.0,1.332,4.7064,6.7192,16.8128,14.29,2.38,0.0,0.0,100.0,축산물,마장동,1,2747,3
282DE0EEF4,202406,5,3,3,3,3,5,-999999.9,125.2,85.1,21.0,29.6,17.3,9.2,5.6316,11.856,9.1143,23.6379,23.9343,1.9684,4.144,3.1857,8.2621,8.3657,12.11,11.09,22.2,11.1,66.7,한식-육류/고기,왕십리,1,251,2
2831DB3C04,202411,5,4,2,3,5,1,-999999.9,130.8,156.7,19.6,0.0,16.4,-999999.9,17.0236,15.5078,12.7677,8.3369,4.7223,12.1764,11.0922,9.1323,5.9631,3.3777,49.14,3.43,68.9,2.5,28.6,아이스크림/빙수,비상권,1,422,4
2858CD7B1D,202312,2,6,6,6,6,,-999999.9,0.0,0.0,68.8,0.0,8.2,-999999.9,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,-999999.9,-999999.9,-999999.9,식품 제조,비상권,1,3520,4
285AE413AF,202301,5,1,2,2,3,5,-999999.9,253.3,256.7,6.0,6.2,17.5,8.0,20.9286,17.7408,4.158,2.4024,0.9702,24.3714,20.6592,4.842,2.7976,1.1298,11.86,9.79,8.6,7.1,84.3,양식,성수,1,369,1
28616F2CED,202311,1,3,3,3,3,1,-999999.9,129.7,134.8,20.5,18.5,16.7,8.6,11.0838,22.997,19.0762,17.1158,5.0518,3.6162,7.503,6.2238,5.5842,1.6482,29.83,6.53,17.1,47.4,35.5,중식당,성수,1,7142,4
28616F2CED,202309,1,3,3,3,3,1,-999999.9,124.7,152.0,21.6,18.6,17.2,8.7,12.2682,22.6314,20.4216,16.383,4.572,3.8318,7.0686,6.3784,5.117,1.428,28.85,9.8,13.3,49.0,37.8,중식당,성수,1,7081,3
28718E3BF1,202411,3,2,3,3,3,1,-999999.9,264.3,310.9,6.1,14.2,13.4,9.4,18.496,20.864,11.968,9.536,3.072,10.404,11.736,6.732,5.364,1.728,10.52,6.94,45.5,4.5,50.0,호프/맥주,왕십리,1,2921,4
2889D57BC9,202308,2,5,5,5,4,1,-999999.9,5.9,11.0,41.2,51.1,11.2,8.9,0.0,4.5506,6.8632,6.8632,19.023,0.0,7.6494,11.5368,11.5368,31.977,37.84,10.81,100.0,0.0,0.0,식품 제조,성수,1,4978,3
2889D57BC9,202306,2,5,5,5,2,1,-999999.9,14.2,7.0,41.0,51.3,11.7,8.7,0.0,4.8641,6.2812,7.66,19.4947,0.0,7.8359,10.1188,12.34,31.4053,36.59,4.88,100.0,0.0,0.0,식품 제조,성수,1,4978,2
289F79B6BC,202408,4,6,6,6,6,,-999999.9,0.0,0.0,72.0,64.3,17.1,9.0,9.2144,17.3213,6.9994,8.1069,2.6137,11.5856,21.7787,8.8006,10.1931,3.2863,29.5,0.0,-999999.9,-999999.9,-999999.9,한식-단품요리일반,금남시장,1,866,3
289F79B6BC,202301,5,5,3,4,5,1,-999999.9,13.8,84.9,63.5,56.5,14.8,8.7,9.7359,15.4836,6.9598,5.0048,1.9159,15.1641,24.1164,10.8402,7.7952,2.9841,34.07,5.19,64.0,8.0,28.0,한식-단품요리일반,금남시장,1,288,1
289F79B6BC,202308,5,5,4,4,5,1,-999999.9,11.9,53.4,61.9,55.2,17.0,8.3,9.464,18.928,9.919,5.0505,2.1385,11.336,22.672,11.881,6.0495,2.5615,29.01,6.83,51.6,9.7,38.7,한식-단품요리일반,금남시장,1,500,3
289FECEDF1,202402,4,1,4,4,1,1,-999999.9,232.4,37.1,17.4,15.0,12.3,5.0,8.2708,27.0227,15.4008,13.1905,7.3439,3.3292,10.8773,6.1992,5.3095,2.9561,12.92,9.58,4.8,4.8,90.5,축산물,마장동,1,799,1
28A86E02D8,202407,3,1,2,2,3,5,-999999.9,611.1,550.5,1.2,2.5,19.1,8.7,6.99,12.0228,11.2539,17.3352,22.2282,3.01,5.1772,4.8461,7.4648,9.5718,30.46,6.85,32.9,22.5,44.5,한식-육류/고기,뚝섬,1,2429,3
28DC0855AC,202301,3,5,4,5,5,6,-999999.9,4.4,20.5,77.5,64.4,14.8,7.9,1.0245,7.0349,14.0698,23.0854,23.0854,0.4755,3.2651,6.5302,10.7146,10.7146,42.86,4.76,50.0,33.3,16.7,카페,뚝섬,1,2864,1
28DC0855AC,202403,2,6,5,5,5,1,-999999.9,1.0,5.1,81.0,66.5,17.3,7.1,0.0,2.3712,5.4912,13.3536,20.4256,0.0,3.3288,7.7088,18.7464,28.6744,29.03,0.0,100.0,0.0,0.0,카페,뚝섬,1,3289,1
2910BEDA4D,202308,3,6,5,5,4,1,-999999.9,0.6,1.2,65.5,59.0,17.0,8.3,5.3064,8.174,7.7184,4.9848,0.6164,14.4936,22.326,21.0816,13.6152,1.6836,20.86,0.61,100.0,0.0,0.0,한식-단품요리일반,금남시장,1,1882,3
295F1DE887,202407,6,3,3,3,3,5,-999999.9,74.7,124.5,42.5,0.0,19.1,-999999.9,2.07,12.972,15.594,19.458,18.906,0.93,5.828,7.006,8.742,8.494,22.83,17.81,44.7,10.6,44.7,한식-국밥/설렁탕,비상권,1,183,3
29BB814FD2,202311,5,3,3,3,4,3,-999999.9,221.4,593.2,8.5,0.0,6.8,-999999.9,0.9268,3.1445,6.8517,11.8498,10.3272,1.8732,6.3555,13.8483,23.9502,20.8728,39.02,12.34,0.0,0.0,100.0,미곡상,비상권,1,323,4
29F6BB77B3,202412,1,4,5,5,1,1,-999999.9,21.1,1.5,78.9,69.6,16.2,9.4,0.0,0.0,0.0,57.48,38.32,0.0,0.0,0.0,2.52,1.68,25.0,25.0,0.0,0.0,100.0,요리주점,왕십리,1,8152,4
2A28E1D01A,202301,3,2,3,2,3,3,-999999.9,322.9,206.8,5.1,11.1,14.8,7.8,17.5644,27.0846,11.2914,10.9962,6.8634,6.2356,9.6154,4.0086,3.9038,2.4366,7.28,10.48,4.8,4.1,91.1,한식-육류/고기,마장동,1,2009,1
2AB52AC101,202303,2,4,5,5,2,1,-999999.9,40.8,17.1,37.5,34.3,15.9,8.7,14.6672,16.732,14.6672,16.02,9.0424,5.9328,6.768,5.9328,6.48,3.6576,16.67,5.56,50.0,0.0,50.0,한식-육류/고기,금남시장,1,3798,1
2ABC68FBCD,202410,6,4,3,3,5,1,-999999.9,27.9,127.8,81.2,64.7,17.1,9.2,5.6088,10.83,1.8696,2.622,1.8696,18.9912,36.67,6.3304,8.878,6.3304,23.08,100.0,50.8,19.7,29.5,한식-단품요리일반,뚝섬,1,16,4
